site_name,station,latitude,longitude,elevation,hx_azimuth,hy_azimuth,hz_azimuth,hx_sensor,hy_sensor,hz_sensor,ex_length,ey_length,ex_azimuth,ey_azimuth,ex_num,ey_num,hx_num,hy_num,hz_num,n_chan,sampling_rate,instrument_id,collected_by,notes,mtft_file,start_date,stop_date,type,quality,
mshJ015,mshJ015,46.52278,-121.97667,268.19,15.5,105.5,90,2344,2284,2854,109,109,15.5,105.5,4,5,1,2,3,5,256,ZEN26,USGS,ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large; ey_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large; ey_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large; ey_nsamples is off; hy_nsamples is off; ex_std is large; hx_std is large; hy_std is large; hz_std is large; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ex_std is large; hx_std is large; hy_std is large; hz_std is large; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;,TRUE,2015-08-28T01:00:02 UTC,2015-08-29T17:21:33 UTC,wb,5,ok
mshJ016,mshJ016,46.50722,-121.87861,487.69,15.5,105.5,90,2264,2324,2844,96,99.2,340.5,70.5,4,5,1,2,3,5,256,ZEN15,USGS,"ROTATED DIPOLES:-35DEG, EX - 325DEG; hx_nsamples is off; hz_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;",TRUE,2014-06-16T21:00:02 UTC,2014-06-19T01:04:51 UTC,wb,5,
mshJ017,mshJ017,46.51528,-121.68139,1022.58,15.5,105.5,90,2374,2384,2514,50,50,15.5,105.5,4,5,1,2,3,5,4096,ZEN18,OSU,N heading 0deg. In a somewhat open older forest. Slope is down towards east. SE L dipole in shitty rotten logs.; hx_nsamples is off;N heading 0deg. In a somewhat open older forest. Slope is down towards east. SE L dipole in shitty rotten logs.; ex_start is off; ex_nsamples is off; ey_std is large;N heading 0deg. In a somewhat open older forest. Slope is down towards east. SE L dipole in shitty rotten logs.; ex_start is off; ex_nsamples is off;N heading 0deg. In a somewhat open older forest. Slope is down towards east. SE L dipole in shitty rotten logs.;N heading 0deg. In a somewhat open older forest. Slope is down towards east. SE L dipole in shitty rotten logs.; hz_start is off; ex_nsamples is off;N heading 0deg. In a somewhat open older forest. Slope is down towards east. SE L dipole in shitty rotten logs.; ex_start is off; ex_nsamples is off;,TRUE,2015-08-11T01:59:46 UTC,2015-08-12T14:19:38 UTC,wb,5,Zen 18 - channel flip
mshJ018,mshJ018,46.50611,-121.58167,1035.78,15.5,105.5,90,2274,2854,2314,76,90,15.5,105.5,4,5,1,2,3,5,1024,ZEN25,USGS,ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off;,TRUE,2014-08-08T21:00:02 UTC,2014-08-09T23:59:54 UTC,wb,5,
mshJ019,mshJ019,46.50583,-121.47194,1845.64,15.5,105.5,90,2274,2324,2304,110,106,15.5,105.5,4,5,1,2,3,5,256,ZEN25,USGS,ex_std is large; hx_std is large; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_std is large; ex_nsamples is off; hz_std is large; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off;,TRUE,2015-08-25T01:17:02 UTC,2015-08-26T15:07:16 UTC,wb,5,ok
mshJ020,mshJ020,46.49222,-121.38278,1804.8,15.5,105.5,90,2374,2384,2514,86,101,15.5,105.5,4,5,1,2,3,5,256,ZEN18,OSU,J020 - High alpine meadow with talus at W electrode. Tiny streams through meadow. High CR. Rotation Ex 0 Ey 90.; ey_std is large;J020 - High alpine meadow with talus at W electrode. Tiny streams through meadow. High CR. Rotation Ex 0 Ey 90.; ex_nsamples is off; ey_std is large;J020 - High alpine meadow with talus at W electrode. Tiny streams through meadow. Rotations Ex 0 Ey 90.; hx_nsamples is off;J020 - High alpine meadow with talus at W electrode. Tiny streams through meadow. Rotations Ex 0 Ey 90.; ey_start is off; hx_start is off; hz_start is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ex_std is large; ey_std is large;J020 - High alpine meadow with talus at W electrode. Tiny streams through meadow. Rotations Ex 0 Ey 90.;,TRUE,2015-08-19T21:59:46 UTC,2015-08-20T14:19:38 UTC,wb,5,"2 occupations, 2nd with Zen 18 - channel flip"
mshK010,mshK010,46.45389,-122.68361,223.72,15.5,105.5,90,2434,2444,2394,98,100,358.5,88.5,4,5,1,2,3,5,4096,ZEN17,OSU,"Ex: 0, Ey:90. Second try.; hx_std is large; hy_std is large;Ex: 0, Ey:90. Second try.; ex_start is off; ex_nsamples is off; hy_std is large;Ex: 0, Ey:90. Second try.; ex_start is off; ex_nsamples is off;Run on 6-26 dropped Z channel. Trying agian.; hx_start is off; hy_start is off; hz_start is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; hy_std is large;Run on 6-26 dropped Z channel. Trying agian.; ey_start is off; ey_nsamples is off; hy_std is large;Run on 6-26 dropped Z channel. Trying agian.; ey_start is off; ey_nsamples is off; hx_std is large; hy_std is large;Run on 6-26 dropped Z channel. Trying agian.; ey_start is off; hy_start is off; hz_start is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off;Run on 6-26 dropped Z channel. Trying agian.; ex_start is off; ex_nsamples is off;",TRUE,2015-06-26T01:59:46 UTC,2015-06-28T14:19:39 UTC,wb,5,Jared's code pulled weird Ey azimuth and length. 
mshK011,mshK011,46.45778,-122.57389,345.17,15.5,105.5,90,2464,2474,2484,94,100,15.5,105.5,4,5,1,2,3,5,4096,ZEN21,OSU,K011 - Dry clearcut with young regrowth. Hard clayey ground. Extra electrode mud with no cups.; hx_std is large;K011 - Dry clearcut with young regrowth. Hard clayey ground. Extra electrode mud with no cups.; ey_start is off; ey_nsamples is off; hz_nsamples is off;K011 - Dry clearcut with young regrowth. Hard clayey ground. Extra electrode mud with no cups.; ey_start is off; hz_start is off; ey_nsamples is off; hz_nsamples is off; hx_std is large;K011 - Dry clearcut with young regrowth. Hard clayey ground. Extra electrode mud with no cups.; hx_std is large;K011 - Dry clearcut with young regrowth. Hard clayey ground. Extra electrode mud with no cups.; ey_start is off; hx_start is off; hy_start is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off;K011 - Dry clearcut with young regrowth. Hard clayey ground. Extra electrode mud with no cups.;,TRUE,2015-07-09T01:59:46 UTC,2015-07-10T14:19:38 UTC,wb,5,ok
mshK012,mshK012,46.4625,-122.42528,362.05,15.5,105.5,90,2394,2494,2534,99.8,97.6,15.5,105.5,4,5,1,2,3,5,256,ZEN20,USGS,"GLORIUS SUNNY DAY, NICE STREAM; hz_nsamples is off; ey_std is large; hx_std is large; hy_std is large;ANT4, HX - 2394, HY - 2494, HZ - 2534; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;SITE REVISIT; ex_std is large; ey_std is large; hz_std is large;SITE REVISIT; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;",TRUE,2014-06-11T03:30:02 UTC,2014-06-17T16:42:44 UTC,wb,5,
mshK013,mshK013,46.45639,-122.31778,972.16,15.5,105.5,90,2484,2534,2544,68,87,18.5,108.5,4,5,1,2,3,5,4096,ZEN18,OSU,"K013 - reinstall. young forest, steep drop to lake just NE of here. Rotations Ex 3 Ey 93.; hx_std is large; hy_std is large; hz_std is large;K013 - reinstall. young forest, steep drop to lake just NE of here. Rotations Ex 3 Ey 93.;K013 - reinstall. young forest, steep drop to lake just NE of here. Rotations Ex 3 Ey 93.;K013 - reinstall. young forest, steep drop to lake just NE of here. Rotations Ex 3 Ey 93.; ey_start is off; ey_nsamples is off;K013 - reinstall. young forest, steep drop to lake just NE of here. Rotations Ex 3 Ey 93.;",TRUE,2015-09-18T02:19:46 UTC,2015-09-19T14:11:40 UTC,wb,5,Zen 18 - channel flip
mshK014,mshK014,46.46472,-122.20583,398.42,15.5,105.5,90,2434,2444,2394,61,66,10.5,100.5,4,5,1,2,3,5,4096,ZEN21,OSU,"K014 # young forest next to Rife lake, NE L dipole, along road, Ex 355 Ey 85.;K014 # young forest next to Rife lake, NE L dipole, along road, Ex 355 Ey 85.; hx_start is off; hy_start is off; hz_start is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off;K014 # young forest next to Rife lake, NE L dipole, along road, Ex 355 Ey 85.; ex_nsamples is off;K014 # young forest next to Rife lake, NE L dipole, along road, Ex 355 Ey 85.;K014 # young forest next to Rife lake, NE L dipole, along road, Ex 355 Ey 85.; ey_start is off; hy_start is off; hz_start is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off;K014 # young forest next to Rife lake, NE L dipole, along road, Ex 355 Ey 85.; ex_nsamples is off;",TRUE,2015-08-05T01:59:46 UTC,2015-08-06T14:19:38 UTC,wb,5,ok
mshK015,mshK015,46.45639,-122.10139,347.29,15.5,105.5,90,2394,2434,2444,58,69,5.5,95.5,4,5,1,2,3,5,4096,ZEN21,OSU,K015 - Young regrowth. Rotations Ex 350 Ey 80.; hy_start is off; hy_nsamples is off; hx_std is large;K015 - Young regrowth. Rotations Ex 350 Ey 80.; hz_start is off; ex_nsamples is off; ex_std is large;K015 - Young regrowth. Rotations Ex 350 Ey 80.; hx_start is off; hx_nsamples is off; hx_std is large;,TRUE,2015-08-07T01:59:46 UTC,2015-08-07T14:19:40 UTC,wb,5,Jared's code lost Hy # - probably dropped channel
mshK016,mshK016,46.45083,-122.01389,313.89,15.5,105.5,90,2344,2284,2854,103,99,15.5,105.5,4,5,1,2,3,5,256,ZEN46,USGS,ey_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_std is large; hy_std is large; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off;,TRUE,2015-08-29T22:00:02 UTC,2015-09-01T00:31:47 UTC,wb,5,ok
mshK017,mshK017,46.45611,-121.91556,665.55,105.5,15.5,90,2294,2334,2504,81.7,99.1,61.5,151.5,4,5,1,2,3,5,256,ZEN20,USGS,"ROTATED DIPOLES BY 46, EX - 46; hy_nsamples is off; hz_nsamples is off; ex_std is large; hx_std is large; hy_std is large; hz_std is large;ANT4, HX - 2294, HY - 2334; hy_nsamples is off; ex_std is large; hx_std is large; hy_std is large; hz_std is large;",TRUE,2014-06-18T01:30:02 UTC,2014-06-20T22:08:23 UTC,wb,5,
mshK018,mshK018,46.46083,-121.81278,847.6,15.5,105.5,90,2384,2394,2444,54,55,10.5,100.5,4,5,1,2,3,5,4096,ZEN18,OSU,"K018 - L-dipole, spacious forest, Ex is 355, Ey is 85, If you're not into yoga METADATA , if you have half a brain.;K018 - L-dipole, spacious forest, Ex is 355, Ey is 85, If you're not into yoga METADATA , if you have half a brain.; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; ex_std is large;K018 - L-dipole, spacious forest, Ex is 355, Ey is 85, If you're not into yoga METADATA , if you have half a brain.; ey_start is off; hx_start is off; hy_start is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off;K018 - L-dipole, spacious forest, Ex is 355, Ey is 85, If you're not into yoga METADATA , if you have half a brain.; hx_nsamples is off; hy_nsamples is off;K018 - L-dipole, spacious forest, Ex is 355, Ey is 85, If you're not into yoga METADATA , if you have half a brain.; ex_nsamples is off; ex_std is large;K018 - L-dipole, spacious forest, Ex is 355, Ey is 85, If you're not into yoga METADATA , if you have half a brain.; ex_start is off; ex_nsamples is off;K018 - L-dipole, spacious forest, Ex is 355, Ey is 85, If you're not into yoga METADATA , if you have half a brain.;K018 - L-dipole, spacious forest, Ex is 355, Ey is 85, If you're not into yoga METADATA , if you have half a brain.;",TRUE,2015-08-23T01:59:46 UTC,2015-08-25T07:28:14 UTC,wb,5,Zen 18 - channel flip; shown is 2nd of two runs
mshK019,mshK019,46.45111,-121.72694,625.38,15.5,105.5,90,2314,2274,2854,87.5,101.4,15.5,105.5,4,5,1,2,3,5,1024,ZEN25,USGS,ex_nsamples is off; ex_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off;,TRUE,2014-08-15T00:00:02 UTC,2014-08-16T10:44:18 UTC,wb,5,
mshK020,mshK020,46.44889,-121.61194,1212.95,15.5,105.5,90,2844,2294,2264,102.8,102.6,15.5,105.5,4,5,1,2,3,5,1024,ZEN26,USGS,ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; ex_nsamples is off; ex_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off;,TRUE,2014-08-15T00:20:02 UTC,2014-08-16T18:05:51 UTC,wb,5,
mshK021,mshK021,46.44833,-121.545,1197.99,15.5,105.5,90,2844,2264,2294,96,104,15.5,105.5,4,5,1,2,3,5,1024,ZEN26,USGS,ey_nsamples is off; hy_nsamples is off; hz_nsamples is off; hx_std is large; hy_std is large; ex_nsamples is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off; hy_std is large; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_std is large; hx_std is large; hy_std is large;,TRUE,2014-08-09T00:00:02 UTC,2014-08-09T23:59:54 UTC,wb,5,
mshK022,mshK022,46.45139,-121.43333,1742.74,15.5,105.5,90,2274,2324,2304,88,102,15.5,105.5,4,5,1,2,3,5,256,ZEN25,USGS,ex_nsamples is off; ex_nsamples is off; hy_std is large; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; hz_std is large; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ey_std is large; hz_std is large;,TRUE,2015-08-27T00:00:02 UTC,2015-08-28T20:19:44 UTC,wb,5,"cfg inconsistent with coil #s in notes. cfgs show same coils at syncronous site (J014) Notes say 2274,2324,2304"
mshL010,mshL010,46.36333,-122.73278,173.89,15.5,105.5,90,2434,2444,2394,101,98,53.5,143.5,4,5,1,2,3,5,4096,ZEN18,OSU,Initially put in with bad Hz coil. New coil 2394 works well on strm. Ex 101m & rotated azimuth38deg. Ey98m rotated 128deg; hx_nsamples is off;Initially put in with bad Hz coil. New coil 2394 works well on strm. Ex 101m & rotated azimuth38deg. Ey98m rotated 128deg; hx_nsamples is off; ex_std is large; hy_std is large;Initially put in with bad Hz coil. New coil 2394 works well on strm. Ex 101m & rotated azimuth38deg. Ey98m rotated 128deg; hz_start is off; hz_nsamples is off;Initially put in with bad Hz coil. New coil 2394 works well on strm. Ex 101m & rotated azimuth38deg. Ey98m rotated 128deg; ex_std is large;Initially put in with bad Hz coil. New coil 2394 works well on strm. Ex 101m & rotated azimuth38deg. Ey98m rotated 128deg; ey_start is off; hx_start is off; hz_start is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ex_std is large; hy_std is large;,TRUE,2015-06-16T01:59:46 UTC,2015-06-17T13:59:37 UTC,wb,5,OSU Zen 18 - channel flip; I have the 2014 version of this in my pile.
mshL011,mshL011,46.38194,-122.61611,286.23,15.5,105.5,90,2374,2384,2514,81,102,15.5,105.5,4,5,1,2,3,5,4096,ZEN28,OSU,"Really low resistances. Big Geomagnetic storm about to happen. Possible great data next few days!!! Hns are 2374,2384,2514. Theta x 0, Theta; ey_std is large; hx_std is large; hy_std is large; hz_std is large;Really low resistances. Big Geomagnetic storm about to happen. Possible great data next few days!!! Hns are 2374,2384,2514. Theta x 0, Theta; hy_nsamples is off; hz_nsamples is off; ey_std is large; hx_std is large; hy_std is large; hz_std is large;Really low resistances. Big Geomagnetic storm about to happen. Possible great data next few days!!! Hns are 2374,2384,2514. Theta x 0, Theta; hx_start is off; hz_start is off; ex_nsamples is off; ey_std is large; hy_std is large;Really low resistances. Big Geomagnetic storm about to happen. Possible great data next few days!!! Hns are 2374,2384,2514. Theta x 0, Theta; hy_nsamples is off; ey_std is large; hx_std is large; hy_std is large; hz_std is large;Really low resistances. Big Geomagnetic storm about to happen. Possible great data next few days!!! Hns are 2374,2384,2514. Theta x 0, Theta; hy_start is off; hz_start is off; ex_nsamples is off; ey_std is large; hx_std is large; hy_std is large; hz_std is large;Really low resistances. Big Geomagnetic storm about to happen. Possible great data next few days!!! Hns are 2374,2384,2514. Theta x 0, Theta; ey_start is off; hx_start is off; hz_start is off; ex_nsamples is off; hy_std is large;Really low resistances. Big Geomagnetic storm about to happen. Possible great data next few days!!! Hns are 2374,2384,2514. Theta x 0, Theta; hz_nsamples is off; ey_std is large; hx_std is large; hy_std is large; hz_std is large;Really low resistances. Big Geomagnetic storm about to happen. Possible great data next few days!!! Hns are 2374,2384,2514. Theta x 0, Theta; ey_start is off; ex_nsamples is off; ey_std is large; hx_std is large; hy_std is large; hz_std is large;Really low resistances. Big Geomagnetic storm about to happen. Possible great data next few days!!! Hns are 2374,2384,2514. Theta x 0, Theta; hx_start is off; hz_start is off; ex_nsamples is off; ey_std is large; hy_std is large;",TRUE,2015-06-24T01:59:46 UTC,2015-06-26T14:19:39 UTC,wb,5,ok
mshL012,mshL012,46.39028,-122.46556,489.58,15.5,105.5,90,2434,2444,2394,101,101,366.5,96.5,4,5,1,2,3,5,4096,ZEN17,OSU,L configuration. Theta 351 and 81. E and N inside same small stream. small slope to the SW; ex_nsamples is off;L configuration. Theta 351 and 81. E and N inside same small stream. small slope to the SW; ex_nsamples is off;L configuration. Theta 351 and 81. E and N inside same small stream. small slope to the SW; hx_start is off; hz_start is off; ex_nsamples is off;L configuration. Theta 351 and 81. E and N inside same small stream. small slope to the SW;L configuration. Theta 351 and 81. E and N inside same small stream. small slope to the SW; ey_start is off; hx_start is off; hy_start is off; ex_nsamples is off;L configuration. Theta 351 and 81. E and N inside same small stream. small slope to the SW; hx_start is off; hz_start is off; hx_nsamples is off; hz_nsamples is off;L configuration. Theta 351 and 81. E and N inside same small stream. small slope to the SW;L configuration. Theta 351 and 81. E and N inside same small stream. small slope to the SW; ey_start is off; hx_start is off; hy_start is off; ex_nsamples is off; ey_std is large;,TRUE,2015-07-04T01:59:46 UTC,2015-07-06T12:56:28 UTC,wb,5,ok
mshL013,mshL013,46.39583,-122.36917,654.98,15.5,105.5,90,2434,2444,2394,99,100,48.5,138.5,4,5,1,2,3,5,4096,ZEN17,OSU,"L013 # South T dipole, slope to southwest, recent clearcut.;L013 # South T dipole, slope to southwest, recent clearcut.; ey_start is off; hz_start is off; ey_nsamples is off; hz_nsamples is off;L013 # South T dipole, slope to southwest, recent clearcut.; hz_start is off; hz_nsamples is off;L013 # South T dipole, slope to southwest, recent clearcut.;L013 # South T dipole, slope to southwest, recent clearcut.; hz_nsamples is off;L013 # South T dipole, slope to southwest, recent clearcut.; hz_start is off; hz_nsamples is off;",TRUE,2015-07-02T01:59:46 UTC,2015-07-03T14:19:38 UTC,wb,5,ok
mshL014,mshL014,46.39722,-122.24944,955.54,15.5,105.5,90,2434,2444,2394,95,96,341.5,71.5,4,5,1,2,3,5,2176,ZEN17,OSU,"L014 # deep forest, electrode along road, many insects.; hx_start is off; hz_start is off; hx_nsamples is off; hz_nsamples is off;L014 # deep forest, electrode along road, many insects.; hx_start is off; hy_start is off; hz_start is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off;L014 # deep forest, electrode along road, many insects.; hx_start is off; hy_start is off; hz_start is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ey_std is large;L014 # deep forest, electrode along road, many insects.; hy_start is off; hy_nsamples is off;",TRUE,2015-06-30T02:19:54 UTC,2015-07-01T14:19:39 UTC,wb,5,Jared's code pulled weird E dipole lengths and azimuths
mshL015,mshL015,46.40611,-122.17806,1119.61,15.5,105.5,90,2384,2394,2444,55,60,342.5,72.5,4,5,1,2,3,5,4096,ZEN23,OSU,L015 - young forest. Rotations Ex 327 Ey 57.;L015 - young forest. Rotations Ex 327 Ey 57.; hx_start is off; hz_start is off; hx_nsamples is off; hz_nsamples is off;L015 - young forest. Rotations Ex 327 Ey 57.;L015 - young forest. Rotations Ex 327 Ey 57.;L015 - young forest. Rotations Ex 327 Ey 57.; ex_start is off; ex_nsamples is off;L015 - young forest. Rotations Ex 327 Ey 57.; ex_start is off; ex_nsamples is off;,TRUE,2015-09-19T01:59:46 UTC,2015-09-20T14:19:38 UTC,wb,5,ok
mshL016,mshL016,46.38556,-122.07,614.34,15.5,105.5,90,2374,2384,2514,100,100,25.5,115.5,4,5,1,2,3,5,4096,ZEN28,OSU,L016 - 3rd try! Dark old forest but GPS still works somehow. Site finished after 7 pm so will sleep until tomorrow. Rotations: Ex 10 Ey 100;L016 - 3rd try! Dark old forest but GPS still works somehow. Site finished after 7 pm so will sleep until tomorrow. Rotations: Ex 10 Ey 100; hy_start is off; ex_nsamples is off;L016 - 3rd try! Dark old forest but GPS still works somehow. Site finished after 7 pm so will sleep until tomorrow. Rotations: Ex 10 Ey 100; ex_start is off; ex_nsamples is off;L016 - 3rd try! Dark old forest but GPS still works somehow. Site finished after 7 pm so will sleep until tomorrow. Rotations: Ex 10 Ey 100; hx_nsamples is off; hy_nsamples is off;L016 - 3rd try! Dark old forest but GPS still works somehow. Site finished after 7 pm so will sleep until tomorrow. Rotations: Ex 10 Ey 100; ex_start is off; ex_nsamples is off;L016 - 3rd try! Dark old forest but GPS still works somehow. Site finished after 7 pm so will sleep until tomorrow. Rotations: Ex 10 Ey 100; ex_start is off; ex_nsamples is off;L016 - 3rd try! Dark old forest but GPS still works somehow. Site finished after 7 pm so will sleep until tomorrow. Rotations: Ex 10 Ey 100;L016 - 3rd try! Dark old forest but GPS still works somehow. Site finished after 7 pm so will sleep until tomorrow. Rotations: Ex 10 Ey 100; ey_start is off; ex_nsamples is off;L016 - 3rd try! Dark old forest but GPS still works somehow. Site finished after 7 pm so will sleep until tomorrow. Rotations: Ex 10 Ey 100; ex_start is off; ex_nsamples is off;L016 - 3rd try! Dark old forest but GPS still works somehow. Site finished after 7 pm so will sleep until tomorrow. Rotations: Ex 10 Ey 100;L016 - 3rd try! Dark old forest but GPS still works somehow. Site finished after 7 pm so will sleep until tomorrow. Rotations: Ex 10 Ey 100; ey_start is off; ex_nsamples is off;L016 - 3rd try! Dark old forest but GPS still works somehow. Site finished after 7 pm so will sleep until tomorrow. Rotations: Ex 10 Ey 100;L016 - 3rd try! Dark old forest but GPS still works somehow. Site finished after 7 pm so will sleep until tomorrow. Rotations: Ex 10 Ey 100; ey_start is off; ey_nsamples is off;,TRUE,2015-07-17T01:59:46 UTC,2015-07-21T09:44:41 UTC,wb,5,two runs
mshL017,mshL017,46.39389,-121.97972,586.58,15.5,105.5,90,2464,2474,2524,100,100,342.5,72.5,4,5,1,2,3,5,4096,ZEN17,OSU,"SE L dipole. 30-50 yr regrowth. stream 10 m to S. on a slight slope w W dipole uphill. GPS coords 46.3941,-121.9799. El 605.8;SE L dipole. 30-50 yr regrowth. stream 10 m to S. on a slight slope w W dipole uphill. GPS coords 46.3941,-121.9799. El 605.8; ex_nsamples is off;SE L dipole. 30-50 yr regrowth. stream 10 m to S. on a slight slope w W dipole uphill. GPS coords 46.3941,-121.9799. El 605.8; ex_start is off; ex_nsamples is off;SE L dipole. 30-50 yr regrowth. stream 10 m to S. on a slight slope w W dipole uphill. GPS coords 46.3941,-121.9799. El 605.8;SE L dipole. 30-50 yr regrowth. stream 10 m to S. on a slight slope w W dipole uphill. GPS coords 46.3941,-121.9799. El 605.8; ex_nsamples is off;SE L dipole. 30-50 yr regrowth. stream 10 m to S. on a slight slope w W dipole uphill. GPS coords 46.3941,-121.9799. El 605.8; ex_start is off; ex_nsamples is off;SE L dipole. 30-50 yr regrowth. stream 10 m to S. on a slight slope w W dipole uphill. GPS coords 46.3941,-121.9799. El 605.8;SE L dipole. 30-50 yr regrowth. stream 10 m to S. on a slight slope w W dipole uphill. GPS coords 46.3941,-121.9799. El 605.8; hy_start is off; hz_start is off; hy_nsamples is off; hz_nsamples is off;SE L dipole. 30-50 yr regrowth. stream 10 m to S. on a slight slope w W dipole uphill. GPS coords 46.3941,-121.9799. El 605.8;",TRUE,2015-07-27T01:59:46 UTC,2015-07-29T14:19:38 UTC,wb,5,ok
mshL018,mshL018,46.38,-121.87833,1268.59,15.5,105.5,90,2404,2414,2424,99,100,15.5,105.5,4,5,1,2,3,5,4096,ZEN18,OSU,"0-90 deg X pattern dipole. mags x:2404,y:2414 METADATA ,z:2424. Really really really shitty soil. in a open flat forest on a saddle..; hx_nsamples is off;0-90 deg X pattern dipole. mags x:2404,y:2414 METADATA ,z:2424. Really really really shitty soil. in a open flat forest on a saddle..; hx_start is off; hz_start is off; hx_nsamples is off; hz_nsamples is off;0-90 deg X pattern dipole. mags x:2404,y:2414 METADATA ,z:2424. Really really really shitty soil. in a open flat forest on a saddle..;0-90 deg X pattern dipole. mags x:2404,y:2414 METADATA ,z:2424. Really really really shitty soil. in a open flat forest on a saddle..; hx_std is large;0-90 deg X pattern dipole. mags x:2404,y:2414 METADATA ,z:2424. Really really really shitty soil. in a open flat forest on a saddle..; hx_nsamples is off;0-90 deg X pattern dipole. mags x:2404,y:2414 METADATA ,z:2424. Really really really shitty soil. in a open flat forest on a saddle..;",TRUE,2015-07-10T01:59:46 UTC,2015-07-11T14:19:38 UTC,wb,5,Zen 18 - channel flip
mshL019,mshL019,46.38944,-121.75917,1132.33,15.5,105.5,90,2534,2524,2544,100,92,35.5,125.5,4,5,1,2,3,5,4096,ZEN23,OSU,"L019 - Forest. Dipoles rotated: Ex 20, Ey 110.;L019 - Forest. Dipoles rotated: Ex 20, Ey 110.;L019 - Forest. Dipoles rotated: Ex 20, Ey 110.;L019 - Forest. Dipoles rotated: Ex 20, Ey 110.; ey_nsamples is off; hy_nsamples is off;L019 - Forest. Dipoles rotated: Ex 20, Ey 110.; hy_start is off; hz_start is off; hy_nsamples is off; hz_nsamples is off;L019 - Forest. Dipoles rotated: Ex 20, Ey 110.;L019 - Forest. Dipoles rotated: Ex 20, Ey 110.; ey_nsamples is off;L019 - Forest. Dipoles rotated: Ex 20, Ey 110.;",TRUE,2015-07-04T01:59:46 UTC,2015-07-06T11:16:14 UTC,wb,5,ok
mshL020,mshL020,46.37833,-121.67583,1352.43,15.5,105.5,90,2314,2274,2854,95,104,15.5,105.5,4,5,1,2,3,5,1024,ZEN26,USGS,ex_nsamples is off; hx_std is large; hy_std is large; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off; hx_std is large; hy_std is large; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ey_std is large;,TRUE,2014-08-13T00:00:02 UTC,2014-08-14T17:41:50 UTC,wb,5,
